-0.14452809	0.25557196	-0.17670664	-0.18115087	-0.44586617	-0.05914661	0.012481288	-0.16297083	-0.081444025	-0.0324047	0.09305352	0.28697658	0.018167391	-0.09846245	0.049217314	-0.17417938
-0.13490418	0.42595717	-0.37263927	-0.36755952	-0.48723355	-0.08638207	-0.21324638	-0.39153385	0.31060672	-0.35359117	0.16752647	0.4175545	-0.03143318	-0.035086736	0.3074924	-0.48048574
0.31767735	-0.085847154	-0.2858459	0.14266798	-0.43017852	-0.19525929	0.055033177	-0.093025096	0.16507946	0.062277082	0.23282999	0.21976613	-0.11621741	-0.11511898	0.108560294	-0.24167484
-0.21369973	0.2784306	-0.09687193	-0.1495284	-0.12893422	-0.07602823	0.112633884	-0.04856219	-0.20055701	-0.056342497	-0.0010404292	0.19789106	-0.01604524	-0.13157737	0.061743494	0.00788313
0.14879045	-0.029880216	-0.16269471	0.1883529	0.04923567	-0.309458	0.40427205	0.2253812	0.18024956	-0.09942066	0.10483088	0.27510983	-0.15012448	-0.11409832	0.017266188	0.116542734
0.39908355	-0.58965427	-0.21185309	0.43726727	-0.63377523	0.037356257	-0.20896326	-0.113975585	-0.17749673	0.759979	0.609511	-0.5277085	0.069371976	-0.34685272	-0.076820716	-0.4925627
-0.06039918	0.32810864	-0.36947632	-0.15955213	-0.35744128	-0.086374305	-0.16831732	-0.19193773	0.0495527	-0.24085914	0.16679733	0.30293232	-0.08107872	-0.2568292	0.25973693	-0.41417328
0.14204983	0.23503846	-0.20968616	-0.16899413	-0.2566177	-0.1546584	0.13556942	-0.13687553	0.29245153	-0.26218075	0.0454983	0.49823448	-0.007486824	0.06028693	0.036362264	-0.1246745
0.021132726	-0.048845064	0.25250992	0.097010694	-0.19730596	0.039506797	0.37312567	0.12128418	-0.3712345	0.4986521	-0.07636498	0.047434192	0.18484765	0.11495784	-0.37842494	0.35609773
-0.07514541	0.028123569	0.008388522	-0.06806187	-0.26499283	0.08903901	-0.010074691	-0.13270754	-0.14825775	0.1686414	0.04451651	0.08828203	0.11362933	-0.064683095	-0.08584487	-0.071967684
-0.29374087	0.28159148	0.0033914885	-0.426098	-0.64441866	0.35480356	-0.45383653	-0.5301051	-0.21193649	0.20636792	0.13632268	-0.029164914	0.34705546	-0.021952286	-0.056931898	-0.35463232
-0.0026233254	0.11855508	-0.070197485	-0.07576468	-0.27891228	-0.06281894	0.062495973	-0.08806299	0.08102361	-0.08750818	0.054073047	0.22103223	0.027116297	9.977992e-05	0.037792448	-0.106118605
-0.5013394	0.3310329	0.25832048	-0.08326742	0.43022254	-0.16420384	0.5613829	0.4824608	-0.51047546	-0.01116123	-0.4488131	0.0939928	0.0033341665	0.011437623	-0.29769024	0.65251964
-0.3724094	0.4346164	-0.21960753	-0.36315677	-0.14080083	-0.105170205	-0.0037687991	-0.14880306	-0.023261344	-0.32900894	-0.15033787	0.26160017	-0.1083456	-0.13136525	0.1939481	-0.1925056
-0.105194986	0.43961567	-0.28838602	-0.24520259	0.35934862	-0.42069876	0.38181788	0.3103231	0.46431345	-0.5584919	-0.23305312	0.5183859	-0.2903691	-0.092826486	0.3230436	-0.019164728
-0.17828438	0.36177012	-0.107539855	-0.2113046	0.06300976	-0.23316413	0.2449357	0.078726105	0.29180455	-0.36720303	-0.17240727	0.41321182	-0.15839134	0.037442062	0.14471345	0.031116463
-0.20218502	0.1899738	-0.0760667	-0.14416942	-0.065976135	-0.053829152	0.044389945	-0.016297046	-0.050498992	-0.11883711	-0.106892824	0.19429176	-0.03479963	-0.12531531	0.03779	0.088951394
-0.0020484726	0.086568594	-0.46082532	0.086761355	0.025564654	-0.30751923	0.11278947	0.11785994	0.19042537	-0.23496823	0.24226853	0.21584608	-0.3883456	-0.34507516	0.46191695	-0.39216053
0.5053886	-0.6494192	-0.52079684	0.64724815	-0.17656577	-0.27132478	0.042935636	0.21745506	-0.07678246	0.63154125	0.65591675	-0.5976511	-0.38724983	-0.63715655	0.47754458	-0.52044904
-0.5686587	0.44824454	-0.0845599	-0.31795394	-0.026458453	-0.04141809	0.008411616	-0.09763389	-0.22038686	-0.21785401	-0.2507523	0.1521552	-0.02337592	-0.11603418	0.14476098	-0.01970522
-0.061284028	0.077342294	-0.25013256	0.07433371	-0.029680073	-0.19179797	0.13240306	0.100290306	-0.04251232	-0.038885303	0.06862642	0.1370392	-0.28534716	-0.26682168	0.30238235	-0.2057167
0.412094	-0.21495554	-0.12640926	0.23617962	-0.19234565	-0.16713816	0.22278605	0.13838477	0.2542217	0.20400682	0.28306794	0.092354506	-0.10540543	-0.1082001	-0.07145921	-0.1704692
-0.124647625	0.4390476	0.10410871	-0.4523616	-0.51621	0.14276165	-0.03615315	-0.4396754	0.34702322	-0.39965823	-0.25287575	0.43484947	0.32809424	0.32191768	-0.18376175	0.07525467
-0.1389133	0.15139702	-0.034369018	-0.14459582	-0.49863628	0.20181258	-0.30726445	-0.37782493	-0.12789558	0.05747743	0.17720301	0.09975603	0.24646644	0.036262564	-0.027981855	-0.2612546
0.048919566	0.18691775	0.019783402	-0.10490069	-0.19976684	-0.06325207	0.15495843	-0.042119704	0.16634636	-0.20088097	-0.079136014	0.37244344	0.09737878	0.09362602	-0.1521047	0.07081842
0.03447875	-0.10407338	-0.040504776	0.12031351	-0.2416728	0.011001912	0.02128543	-0.011389597	-0.2149267	0.29821053	0.14363465	-0.07297683	0.06972611	-0.14658934	-0.10814408	-0.05554349
0.040091313	0.14376621	-0.27293044	-0.007313617	0.15995933	-0.33559966	0.31891257	0.19721012	0.18346119	-0.2946615	-0.019281233	0.23320827	-0.2636414	-0.09352353	0.26234278	0.0046039238
0.28332463	0.7302572	0.28492543	-0.7989776	-0.8276781	-0.049675394	0.1513496	-0.6426739	1.0952842	-0.9469802	-0.5489802	0.8798089	0.41391572	0.77922946	-0.15919656	0.24890219
0.1058287	-0.032303642	-0.047221873	0.019602524	0.009142413	-0.101172484	0.25701976	0.082303025	0.053726073	-0.02046308	0.011746983	0.26238796	-0.0055894568	0.038641002	-0.082136154	0.11166212
0.11933804	0.15594183	-0.2814555	-0.06913961	-0.15915664	-0.28561357	0.1465554	-0.014003354	0.35171	-0.2863092	0.020427786	0.40585434	-0.11264946	-0.083991386	0.21410789	-0.15736496
-0.23102058	-0.006345984	0.15148406	-0.07571928	-0.24403937	0.19257356	-0.010843873	-0.14747337	-0.3907154	0.21880409	-0.023267234	-0.020192156	0.18543515	0.048994064	-0.3048879	0.20024006
-0.08091248	0.84748507	0.33196023	-0.7030373	-0.4617416	0.06708057	0.16250986	-0.3941677	0.44601107	-0.76487124	-0.5678045	0.8847484	0.33918265	0.754788	-0.26229718	0.2937846
-0.8555882	0.31451666	0.3132954	-0.32060716	0.46689695	0.08624457	0.23952168	0.26666337	-0.3849221	-0.012494519	-0.64091825	-0.019364316	0.048973426	-0.100488484	-0.22277957	0.710841
-0.36471254	0.24690662	0.30700657	-0.23902762	-0.08939501	0.15079914	0.106314085	-0.06113555	-0.2748687	-0.030424146	-0.3106618	0.23347867	0.18265335	0.19595435	-0.3171421	0.3965751
-0.32369858	0.34665224	-0.29678544	-0.12255661	0.23581767	-0.28386638	0.19684702	0.15962058	0.0068524266	-0.2668218	-0.06940401	0.15161774	-0.2602954	-0.32052523	0.28669825	-0.12600154
-0.05860608	0.039131302	0.07020983	0.048623785	-0.22930971	0.073695526	0.11873799	0.03557866	-0.25797307	0.24934958	-0.03326657	-0.005477971	0.1114861	-0.061002154	-0.15781596	0.029671788
0.062727116	-0.21888544	-0.12773211	0.20878297	-0.37826863	0.080350995	-0.25524777	-0.18649608	-0.22517565	0.31912407	0.29681018	-0.17624547	0.06796288	-0.17391133	0.06302303	-0.33913377
0.5735493	-0.68533456	-0.63648707	0.66383034	0.15709871	-0.5347469	0.31569636	0.42950007	0.22968623	0.78041106	0.71007085	-0.7646617	-0.5808729	-0.6917647	0.56423986	-0.71359766
-0.40317398	0.34856895	-0.22998676	-0.25442478	-0.20483065	-0.036310855	-0.07079309	-0.19300626	-0.024341933	-0.16173491	0.03218716	0.14218624	-0.07430823	-0.12161191	0.18469244	-0.27610856
-0.093606144	0.33313432	-0.17724517	-0.15403308	0.04301245	-0.21828814	0.17888883	0.040243346	0.27419052	-0.39139643	-0.1542441	0.45688754	-0.15259363	-0.029037355	0.17642696	-0.035736162
-0.32042423	0.18699516	-0.3621225	-0.14872096	-0.2208194	0.019186117	-0.2212844	-0.25194424	-0.13033105	0.019064147	0.24155723	-0.088810444	-0.14694132	-0.36177617	0.45247802	-0.39303622
-0.11746363	0.06260291	-0.08827729	-0.020002386	-0.057392213	-0.08609168	0.09779991	0.11306551	-0.16155834	0.09985679	0.055783436	0.0059616235	-0.053566255	-0.157897	-0.0025606952	0.0016779079
0.19707204	0.16405512	0.06618546	-0.11188479	-0.12291804	-0.12805243	0.2349805	-0.00016925207	0.43304726	-0.3197186	-0.0939899	0.51933694	0.14285275	0.25792202	-0.20540953	0.22725958
-0.22439921	0.2784641	-0.0344831	-0.12658924	0.08653825	-0.099779114	0.14894691	0.04026284	-0.038948186	-0.18708725	-0.15254503	0.21641722	-0.027174141	0.027117662	-0.035614025	0.21994177
-0.26260397	0.30995265	-0.0721746	-0.1641988	0.13171223	-0.20621479	0.15568742	0.06413553	-0.022373438	-0.22299494	-0.17593095	0.20687535	-0.12607759	-0.15162833	0.16120617	0.044553563
0.17981291	0.2745075	-0.17139706	-0.18627429	-0.15199608	-0.30890504	0.20287618	-0.037323944	0.48531768	-0.36858255	0.0032529093	0.40041548	-0.04246237	0.05191244	0.15290777	-0.1689515
-0.07064859	0.302238	-0.31953576	-0.067369215	0.15726672	-0.32739434	0.33265457	0.14668968	0.351585	-0.48251495	-0.07781863	0.44247994	-0.24178228	-0.1861946	0.35710815	-0.15110789
-0.38422808	0.15334387	0.25474638	-0.09476939	0.077893294	0.09579472	0.1692708	0.047028244	-0.44576138	0.19839843	-0.27950996	-0.028180588	0.16570698	0.048733376	-0.36337772	0.4059092
